"Date";"Medicine Name";"Quantity Sold";"Government Ceiling Price ($)";"Industry Selling Price ($)";"Price per Unit ($)";"Discount (%)";"Taxes (%)";"Demand Level"
"2024-12-08";"Azithromycin";91;1.5;1.42;1.42;0;13;"High"
"2024-12-08";"Ciprofloxacin";10;1.4;1.21;1.21;1;8;"Medium"
"2024-12-08";"Doxycycline";81;1.2;1.03;1.03;7;9;"High"
"2024-12-08";"Cetrizine";16;0.4;0.39;0.39;4;13;"Low"
"2024-12-08";"Loratadine";15;0.45;0.45;0.45;12;5;"High"
"2024-12-08";"Fexofenadine";59;0.5;0.45;0.45;7;8;"Medium"
"2024-12-08";"Metformin";41;0.9;0.9;0.9;10;5;"Medium"
"2024-12-08";"Glimepiride";26;1.1;0.96;0.96;2;15;"Medium"
"2024-12-08";"Sitagliptin";85;1.6;1.57;1.57;8;14;"High"
"2024-12-08";"Pioglitazone";73;1.2;1.19;1.19;7;10;"Low"
"2024-12-08";"Omeprazole";45;0.7;0.68;0.68;3;11;"Low"
"2024-12-08";"Losartan";87;1.0;0.96;0.96;5;15;"Low"
"2024-12-08";"Levothyroxine";80;0.8;0.78;0.78;12;5;"Medium"
"2024-12-09";"Paracetamol";15;0.55;0.55;0.55;3;7;"Medium"
"2024-12-09";"Ibuprofen";21;0.75;0.75;0.75;13;10;"Medium"
"2024-12-09";"Aspirin";79;0.6;0.58;0.58;9;13;"High"
"2024-12-09";"Naproxen";77;0.85;0.75;0.75;7;6;"Medium"
"2024-12-09";"Diclofenac";54;0.9;0.77;0.77;5;12;"Low"
"2024-12-09";"Amoxicillin";100;1.3;1.19;1.19;7;12;"Low"
"2024-12-09";"Azithromycin";44;1.5;1.36;1.36;4;9;"High"
"2024-12-09";"Ciprofloxacin";14;1.4;1.35;1.35;5;12;"Medium"
"2024-12-09";"Doxycycline";97;1.2;1.19;1.19;0;9;"Low"
"2024-12-09";"Cetrizine";43;0.4;0.36;0.36;12;9;"Low"
"2024-12-09";"Loratadine";10;0.45;0.45;0.45;3;9;"High"
"2024-12-09";"Fexofenadine";94;0.5;0.49;0.49;12;5;"High"
"2024-12-09";"Metformin";77;0.9;0.78;0.78;12;5;"Low"
"2024-12-09";"Glimepiride";32;1.1;1.08;1.08;1;9;"Low"
"2024-12-09";"Sitagliptin";100;1.6;1.58;1.58;14;13;"Medium"
"2024-12-09";"Pioglitazone";42;1.2;1.19;1.19;14;8;"High"
"2024-12-09";"Omeprazole";91;0.7;0.66;0.66;5;10;"Medium"
"2024-12-09";"Losartan";13;1.0;0.91;0.91;8;5;"Low"
"2024-12-09";"Levothyroxine";68;0.8;0.79;0.79;7;10;"Medium"
"2024-12-10";"Paracetamol";60;0.55;0.48;0.48;11;8;"Low"
"2024-12-10";"Ibuprofen";59;0.75;0.66;0.66;11;11;"Medium"
"2024-12-10";"Aspirin";96;0.6;0.55;0.55;13;10;"Low"
"2024-12-10";"Naproxen";26;0.85;0.78;0.78;4;8;"High"
"2024-12-10";"Diclofenac";49;0.9;0.78;0.78;0;8;"Low"
"2024-12-10";"Amoxicillin";94;1.3;1.15;1.15;7;9;"High"
"2024-12-10";"Azithromycin";30;1.5;1.47;1.47;13;10;"High"
"2024-12-10";"Ciprofloxacin";83;1.4;1.36;1.36;6;15;"High"
"2024-12-10";"Doxycycline";66;1.2;1.12;1.12;0;11;"Low"
"2024-12-10";"Cetrizine";55;0.4;0.37;0.37;9;10;"Low"
"2024-12-10";"Loratadine";91;0.45;0.42;0.42;12;6;"Medium"
"2024-12-10";"Fexofenadine";37;0.5;0.48;0.48;6;12;"Medium"
"2024-12-10";"Metformin";22;0.9;0.8;0.8;10;6;"High"
"2024-12-10";"Glimepiride";15;1.1;0.95;0.95;15;7;"Low"
"2024-12-10";"Sitagliptin";64;1.6;1.51;1.51;15;9;"High"
"2024-12-10";"Pioglitazone";61;1.2;1.09;1.09;12;8;"High"
"2024-12-10";"Omeprazole";27;0.7;0.62;0.62;3;7;"Low"
"2024-12-10";"Losartan";26;1.0;0.91;0.91;8;11;"Low"
"2024-12-10";"Levothyroxine";47;0.8;0.7;0.7;12;10;"Low"
"2024-12-11";"Paracetamol";57;0.55;0.5;0.5;13;5;"High"
"2024-12-11";"Ibuprofen";63;0.75;0.68;0.68;10;14;"High"
"2024-12-11";"Aspirin";36;0.6;0.6;0.6;13;14;"High"
"2024-12-11";"Naproxen";91;0.85;0.79;0.79;4;7;"Low"
"2024-12-11";"Diclofenac";66;0.9;0.85;0.85;11;7;"High"
"2024-12-11";"Amoxicillin";60;1.3;1.18;1.18;15;5;"Medium"
"2024-12-11";"Azithromycin";44;1.5;1.29;1.29;1;8;"Medium"
"2024-12-11";"Ciprofloxacin";73;1.4;1.29;1.29;12;13;"Low"
"2024-12-11";"Doxycycline";72;1.2;1.06;1.06;7;13;"Medium"
"2024-12-11";"Cetrizine";53;0.4;0.37;0.37;7;13;"Medium"
"2024-12-11";"Loratadine";43;0.45;0.42;0.42;12;12;"Medium"
"2024-12-11";"Fexofenadine";13;0.5;0.44;0.44;0;6;"Medium"
"2024-12-11";"Metformin";28;0.9;0.8;0.8;0;5;"Medium"
"2024-12-11";"Glimepiride";60;1.1;1.05;1.05;6;10;"Low"
"2024-12-11";"Sitagliptin";73;1.6;1.58;1.58;15;14;"High"
"2024-12-11";"Pioglitazone";44;1.2;1.17;1.17;1;13;"Low"
"2024-12-11";"Omeprazole";63;0.7;0.7;0.7;3;11;"High"
"2024-12-11";"Losartan";66;1.0;0.88;0.88;12;15;"High"
"2024-12-11";"Levothyroxine";75;0.8;0.77;0.77;14;9;"Medium"
"2024-12-12";"Paracetamol";18;0.55;0.5;0.5;5;5;"Low"
"2024-12-12";"Ibuprofen";62;0.75;0.64;0.64;1;12;"Low"
"2024-12-12";"Aspirin";43;0.6;0.57;0.57;13;14;"High"
"2024-12-12";"Naproxen";32;0.85;0.78;0.78;1;12;"Low"
"2024-12-12";"Diclofenac";24;0.9;0.9;0.9;14;13;"High"
"2024-12-12";"Amoxicillin";52;1.3;1.3;1.3;0;15;"High"
"2024-12-12";"Azithromycin";29;1.5;1.49;1.49;15;10;"Medium"
"2024-12-12";"Ciprofloxacin";47;1.4;1.38;1.38;7;6;"Medium"
"2024-12-12";"Doxycycline";98;1.2;1.03;1.03;6;13;"Medium"
"2024-12-12";"Cetrizine";30;0.4;0.34;0.34;13;11;"Low"
"2024-12-12";"Loratadine";41;0.45;0.42;0.42;15;6;"Low"
"2024-12-12";"Fexofenadine";41;0.5;0.47;0.47;15;7;"Medium"
"2024-12-12";"Metformin";37;0.9;0.85;0.85;1;12;"Medium"
"2024-12-12";"Glimepiride";66;1.1;1.04;1.04;8;10;"Medium"
"2024-12-12";"Sitagliptin";22;1.6;1.42;1.42;12;11;"Low"
"2024-12-12";"Pioglitazone";71;1.2;1.05;1.05;4;5;"High"
"2024-12-12";"Omeprazole";18;0.7;0.66;0.66;2;15;"Medium"
"2024-12-12";"Losartan";90;1.0;0.96;0.96;1;14;"Medium"
"2024-12-12";"Levothyroxine";51;0.8;0.73;0.73;1;13;"High"
"2024-12-13";"Paracetamol";71;0.55;0.5;0.5;12;15;"Low"
"2024-12-13";"Ibuprofen";67;0.75;0.73;0.73;14;15;"Low"
"2024-12-13";"Aspirin";44;0.6;0.58;0.58;4;12;"Low"
"2024-12-13";"Naproxen";43;0.85;0.74;0.74;2;10;"Low"
"2024-12-13";"Diclofenac";72;0.9;0.77;0.77;8;7;"High"
"2024-12-13";"Amoxicillin";21;1.3;1.11;1.11;1;9;"Low"
"2024-12-13";"Azithromycin";12;1.5;1.3;1.3;14;5;"High"
"2024-12-13";"Ciprofloxacin";62;1.4;1.38;1.38;0;6;"High"
"2024-12-13";"Doxycycline";98;1.2;1.06;1.06;15;9;"Low"
"2024-12-13";"Cetrizine";30;0.4;0.35;0.35;0;10;"Low"
"2024-12-13";"Loratadine";67;0.45;0.44;0.44;0;8;"Low"
"2024-12-13";"Fexofenadine";92;0.5;0.45;0.45;12;15;"Low"
"2024-12-13";"Metformin";100;0.9;0.83;0.83;7;15;"Low"
"2024-12-13";"Glimepiride";72;1.1;1.0;1.0;10;10;"High"
"2024-12-13";"Sitagliptin";88;1.6;1.46;1.46;1;7;"Medium"
"2024-12-13";"Pioglitazone";81;1.2;1.17;1.17;1;13;"Medium"
"2024-12-13";"Omeprazole";97;0.7;0.66;0.66;9;7;"Medium"
"2024-12-13";"Losartan";39;1.0;0.86;0.86;9;12;"Medium"
"2024-12-13";"Levothyroxine";71;0.8;0.76;0.76;3;13;"High"
"2024-12-14";"Paracetamol";41;0.55;0.55;0.55;12;7;"High"
"2024-12-14";"Ibuprofen";41;0.75;0.67;0.67;14;13;"Medium"
"2024-12-14";"Aspirin";43;0.6;0.59;0.59;2;5;"Low"
"2024-12-14";"Naproxen";74;0.85;0.76;0.76;7;15;"High"
"2024-12-14";"Diclofenac";98;0.9;0.88;0.88;0;15;"Low"
"2024-12-14";"Amoxicillin";30;1.3;1.21;1.21;12;12;"Medium"
"2024-12-14";"Azithromycin";34;1.5;1.36;1.36;9;5;"Low"
"2024-12-14";"Ciprofloxacin";62;1.4;1.36;1.36;9;14;"High"
"2024-12-14";"Doxycycline";18;1.2;1.14;1.14;5;5;"High"
"2024-12-14";"Cetrizine";76;0.4;0.37;0.37;9;11;"Medium"
"2024-12-14";"Loratadine";65;0.45;0.43;0.43;10;9;"Medium"
"2024-12-14";"Fexofenadine";50;0.5;0.49;0.49;9;11;"Low"
"2024-12-14";"Metformin";57;0.9;0.82;0.82;4;13;"Low"
"2024-12-14";"Glimepiride";38;1.1;0.94;0.94;14;12;"Low"
"2024-12-14";"Sitagliptin";22;1.6;1.39;1.39;9;7;"Low"
"2024-12-14";"Pioglitazone";92;1.2;1.03;1.03;12;5;"Medium"
"2024-12-14";"Omeprazole";60;0.7;0.67;0.67;15;7;"High"
"2024-12-14";"Losartan";77;1.0;0.93;0.93;2;7;"Medium"
"2024-12-14";"Levothyroxine";84;0.8;0.73;0.73;4;13;"Low"
"2024-12-15";"Paracetamol";36;0.55;0.5;0.5;5;12;"Low"
"2024-12-15";"Ibuprofen";81;0.75;0.72;0.72;13;10;"Medium"
"2024-12-15";"Aspirin";62;0.6;0.54;0.54;10;7;"High"
"2024-12-15";"Naproxen";23;0.85;0.84;0.84;4;15;"Medium"
"2024-12-15";"Diclofenac";84;0.9;0.77;0.77;12;9;"Low"
"2024-12-15";"Amoxicillin";64;1.3;1.21;1.21;9;11;"High"
"2024-12-15";"Azithromycin";59;1.5;1.38;1.38;13;6;"Low"
"2024-12-15";"Ciprofloxacin";19;1.4;1.24;1.24;2;12;"Low"
"2024-12-15";"Doxycycline";68;1.2;1.15;1.15;11;10;"Medium"
"2024-12-15";"Cetrizine";80;0.4;0.34;0.34;2;7;"Low"
"2024-12-15";"Loratadine";26;0.45;0.39;0.39;14;15;"Medium"
"2024-12-15";"Fexofenadine";24;0.5;0.46;0.46;1;11;"Low"
"2024-12-15";"Metformin";48;0.9;0.82;0.82;6;6;"Low"
"2024-12-15";"Glimepiride";76;1.1;1.04;1.04;5;7;"High"
"2024-12-15";"Sitagliptin";53;1.6;1.54;1.54;15;11;"High"
"2024-12-15";"Pioglitazone";44;1.2;1.09;1.09;6;7;"Low"
"2024-12-15";"Omeprazole";40;0.7;0.66;0.66;0;10;"High"
"2024-12-15";"Losartan";97;1.0;0.86;0.86;6;14;"Low"
"2024-12-15";"Levothyroxine";38;0.8;0.74;0.74;6;14;"Low"
"2024-12-16";"Paracetamol";98;0.55;0.52;0.52;15;15;"High"
"2024-12-16";"Ibuprofen";69;0.75;0.73;0.73;1;11;"Medium"
"2024-12-16";"Aspirin";100;0.6;0.6;0.6;15;8;"High"
"2024-12-16";"Naproxen";30;0.85;0.82;0.82;5;12;"Medium"
"2024-12-16";"Diclofenac";50;0.9;0.79;0.79;2;12;"High"
"2024-12-16";"Amoxicillin";78;1.3;1.13;1.13;12;6;"High"
"2024-12-16";"Azithromycin";60;1.5;1.37;1.37;4;5;"Low"
"2024-12-16";"Ciprofloxacin";53;1.4;1.39;1.39;1;13;"High"
"2024-12-16";"Doxycycline";42;1.2;1.06;1.06;11;9;"Medium"
"2024-12-16";"Cetrizine";41;0.4;0.37;0.37;15;7;"Medium"
"2024-12-16";"Loratadine";72;0.45;0.41;0.41;4;5;"Medium"
"2024-12-16";"Fexofenadine";48;0.5;0.47;0.47;14;13;"High"
"2024-12-16";"Metformin";30;0.9;0.77;0.77;15;11;"Low"
"2024-12-16";"Glimepiride";62;1.1;0.95;0.95;7;7;"Low"
"2024-12-16";"Sitagliptin";57;1.6;1.54;1.54;10;7;"Medium"
"2024-12-16";"Pioglitazone";56;1.2;1.16;1.16;10;7;"Low"
"2024-12-16";"Omeprazole";25;0.7;0.69;0.69;8;13;"Medium"
"2024-12-16";"Losartan";11;1.0;0.94;0.94;8;9;"Low"
"2024-12-16";"Levothyroxine";44;0.8;0.75;0.75;3;8;"Low"
"2024-12-17";"Paracetamol";29;0.55;0.53;0.53;15;13;"Low"
"2024-12-17";"Ibuprofen";90;0.75;0.66;0.66;0;15;"Medium"
"2024-12-17";"Aspirin";57;0.6;0.54;0.54;2;11;"Low"
"2024-12-17";"Naproxen";34;0.85;0.84;0.84;12;15;"Medium"
"2024-12-17";"Diclofenac";33;0.9;0.81;0.81;0;12;"Low"
"2024-12-17";"Amoxicillin";73;1.3;1.28;1.28;9;13;"Medium"
"2024-12-17";"Azithromycin";23;1.5;1.41;1.41;5;15;"Low"
"2024-12-17";"Ciprofloxacin";51;1.4;1.39;1.39;1;14;"Medium"
"2024-12-17";"Doxycycline";30;1.2;1.19;1.19;0;8;"Medium"
"2024-12-17";"Cetrizine";60;0.4;0.34;0.34;6;5;"Medium"
"2024-12-17";"Loratadine";95;0.45;0.43;0.43;8;5;"Medium"
"2024-12-17";"Fexofenadine";94;0.5;0.44;0.44;3;6;"High"
"2024-12-17";"Metformin";18;0.9;0.84;0.84;8;12;"Medium"
"2024-12-17";"Glimepiride";64;1.1;0.98;0.98;11;14;"Medium"
"2024-12-17";"Sitagliptin";69;1.6;1.51;1.51;1;10;"Low"
"2024-12-17";"Pioglitazone";79;1.2;1.13;1.13;6;15;"Low"
"2024-12-17";"Omeprazole";99;0.7;0.67;0.67;2;11;"Medium"
"2024-12-17";"Losartan";66;1.0;0.87;0.87;4;12;"Low"
"2024-12-17";"Levothyroxine";65;0.8;0.7;0.7;12;12;"High"
"2024-12-18";"Paracetamol";92;0.55;0.49;0.49;15;13;"Low"
"2024-12-18";"Ibuprofen";10;0.75;0.65;0.65;7;12;"Low"
"2024-12-18";"Aspirin";48;0.6;0.56;0.56;1;10;"Low"
"2024-12-18";"Naproxen";89;0.85;0.82;0.82;14;5;"Medium"
"2024-12-18";"Diclofenac";77;0.9;0.77;0.77;8;9;"Medium"
"2024-12-18";"Amoxicillin";58;1.3;1.15;1.15;1;7;"Medium"
"2024-12-18";"Azithromycin";46;1.5;1.28;1.28;0;5;"Low"
"2024-12-18";"Ciprofloxacin";29;1.4;1.2;1.2;12;9;"High"
"2024-12-18";"Doxycycline";30;1.2;1.05;1.05;9;11;"Low"
"2024-12-18";"Cetrizine";24;0.4;0.39;0.39;5;14;"Low"
"2024-12-18";"Loratadine";64;0.45;0.44;0.44;10;6;"High"
"2024-12-18";"Fexofenadine";84;0.5;0.48;0.48;2;7;"High"
"2024-12-18";"Metformin";48;0.9;0.88;0.88;9;11;"Medium"
"2024-12-18";"Glimepiride";14;1.1;1.09;1.09;13;6;"Medium"
"2024-12-18";"Sitagliptin";71;1.6;1.53;1.53;11;9;"Medium"
"2024-12-18";"Pioglitazone";48;1.2;1.1;1.1;0;12;"Low"
"2024-12-18";"Omeprazole";100;0.7;0.62;0.62;10;11;"Low"
"2024-12-18";"Losartan";58;1.0;0.97;0.97;12;9;"Medium"
"2024-12-18";"Levothyroxine";60;0.8;0.8;0.8;12;13;"High"
"2024-12-19";"Paracetamol";73;0.55;0.54;0.54;6;14;"Low"
"2024-12-19";"Ibuprofen";21;0.75;0.71;0.71;11;11;"High"
"2024-12-19";"Aspirin";34;0.6;0.52;0.52;9;12;"Low"
"2024-12-19";"Naproxen";62;0.85;0.82;0.82;1;13;"Medium"
"2024-12-19";"Diclofenac";27;0.9;0.85;0.85;12;14;"Low"
"2024-12-19";"Amoxicillin";84;1.3;1.16;1.16;14;14;"Medium"
"2024-12-19";"Azithromycin";91;1.5;1.31;1.31;10;12;"Low"
"2024-12-19";"Ciprofloxacin";98;1.4;1.32;1.32;7;6;"Medium"
"2024-12-19";"Doxycycline";89;1.2;1.09;1.09;5;10;"High"
"2024-12-19";"Cetrizine";21;0.4;0.36;0.36;10;5;"Medium"
"2024-12-19";"Loratadine";84;0.45;0.43;0.43;10;12;"High"
"2024-12-19";"Fexofenadine";61;0.5;0.48;0.48;4;10;"High"
"2024-12-19";"Metformin";80;0.9;0.89;0.89;0;7;"Low"
"2024-12-19";"Glimepiride";57;1.1;1.0;1.0;0;14;"Low"
"2024-12-19";"Sitagliptin";27;1.6;1.39;1.39;2;14;"High"
"2024-12-19";"Pioglitazone";74;1.2;1.05;1.05;6;6;"Low"
"2024-12-19";"Omeprazole";35;0.7;0.61;0.61;0;9;"High"
"2024-12-19";"Losartan";66;1.0;0.95;0.95;15;11;"Low"
"2024-12-19";"Levothyroxine";95;0.8;0.79;0.79;4;11;"High"
"2024-12-20";"Paracetamol";51;0.55;0.52;0.52;7;5;"Low"
"2024-12-20";"Ibuprofen";56;0.75;0.71;0.71;3;10;"High"
"2024-12-20";"Aspirin";60;0.6;0.52;0.52;8;5;"High"
"2024-12-20";"Naproxen";74;0.85;0.82;0.82;12;11;"High"
"2024-12-20";"Diclofenac";84;0.9;0.84;0.84;12;14;"High"
"2024-12-20";"Amoxicillin";87;1.3;1.17;1.17;8;12;"High"
"2024-12-20";"Azithromycin";41;1.5;1.37;1.37;4;8;"Low"
"2024-12-20";"Ciprofloxacin";80;1.4;1.23;1.23;11;6;"High"
"2024-12-20";"Doxycycline";10;1.2;1.04;1.04;6;10;"Low"
"2024-12-20";"Cetrizine";93;0.4;0.39;0.39;6;7;"Medium"
"2024-12-20";"Loratadine";97;0.45;0.45;0.45;5;12;"High"
"2024-12-20";"Fexofenadine";27;0.5;0.48;0.48;0;10;"Low"
"2024-12-20";"Metformin";70;0.9;0.85;0.85;2;13;"Low"
"2024-12-20";"Glimepiride";29;1.1;0.99;0.99;4;15;"Medium"
"2024-12-20";"Sitagliptin";11;1.6;1.54;1.54;4;5;"High"
"2024-12-20";"Pioglitazone";50;1.2;1.08;1.08;8;13;"Medium"
"2024-12-20";"Omeprazole";57;0.7;0.64;0.64;0;5;"Medium"
"2024-12-20";"Losartan";32;1.0;0.93;0.93;5;13;"High"
"2024-12-20";"Levothyroxine";95;0.8;0.75;0.75;5;14;"Medium"
"2024-12-21";"Paracetamol";58;0.55;0.53;0.53;13;12;"Low"
"2024-12-21";"Ibuprofen";24;0.75;0.72;0.72;10;6;"Low"
"2024-12-21";"Aspirin";75;0.6;0.58;0.58;7;10;"High"
"2024-12-21";"Naproxen";91;0.85;0.77;0.77;11;12;"High"
"2024-12-21";"Diclofenac";38;0.9;0.79;0.79;13;9;"Medium"
"2024-12-21";"Amoxicillin";48;1.3;1.23;1.23;10;9;"High"
"2024-12-21";"Azithromycin";69;1.5;1.39;1.39;9;9;"High"
"2024-12-21";"Ciprofloxacin";51;1.4;1.31;1.31;1;6;"High"
"2024-12-21";"Doxycycline";46;1.2;1.16;1.16;5;9;"Low"
"2024-12-21";"Cetrizine";59;0.4;0.37;0.37;2;11;"Low"
"2024-12-21";"Loratadine";70;0.45;0.39;0.39;4;13;"High"
"2024-12-21";"Fexofenadine";39;0.5;0.46;0.46;3;10;"High"
"2024-12-21";"Metformin";16;0.9;0.88;0.88;15;10;"Low"
"2024-12-21";"Glimepiride";36;1.1;1.02;1.02;5;13;"Low"
"2024-12-21";"Sitagliptin";68;1.6;1.44;1.44;5;8;"Medium"
"2024-12-21";"Pioglitazone";34;1.2;1.04;1.04;9;14;"Low"
"2024-12-21";"Omeprazole";75;0.7;0.69;0.69;6;5;"Low"
"2024-12-21";"Losartan";79;1.0;0.94;0.94;14;7;"Medium"
"2024-12-21";"Levothyroxine";24;0.8;0.7;0.7;13;6;"High"
"2024-12-22";"Paracetamol";55;0.55;0.51;0.51;5;13;"High"
"2024-12-22";"Ibuprofen";98;0.75;0.73;0.73;12;11;"Low"
"2024-12-22";"Aspirin";45;0.6;0.57;0.57;0;15;"Low"
"2024-12-22";"Naproxen";22;0.85;0.73;0.73;12;5;"Low"
"2024-12-22";"Diclofenac";47;0.9;0.8;0.8;1;7;"Low"
"2024-12-22";"Amoxicillin";12;1.3;1.22;1.22;0;8;"High"
"2024-12-22";"Azithromycin";93;1.5;1.31;1.31;7;8;"Low"
"2024-12-22";"Ciprofloxacin";90;1.4;1.24;1.24;13;8;"Low"
"2024-12-22";"Doxycycline";16;1.2;1.04;1.04;8;11;"High"
"2024-12-22";"Cetrizine";47;0.4;0.35;0.35;10;9;"Low"
"2024-12-22";"Loratadine";12;0.45;0.39;0.39;15;9;"Low"
"2024-12-22";"Fexofenadine";33;0.5;0.5;0.5;2;6;"Medium"
"2024-12-22";"Metformin";63;0.9;0.82;0.82;11;13;"High"
"2024-12-22";"Glimepiride";92;1.1;0.97;0.97;11;15;"Medium"
"2024-12-22";"Sitagliptin";89;1.6;1.51;1.51;10;10;"High"
"2024-12-22";"Pioglitazone";50;1.2;1.17;1.17;7;8;"High"
"2024-12-22";"Omeprazole";90;0.7;0.65;0.65;8;8;"Medium"
"2024-12-22";"Losartan";37;1.0;0.86;0.86;15;15;"Medium"
"2024-12-22";"Levothyroxine";40;0.8;0.78;0.78;8;11;"Medium"
"2024-12-23";"Paracetamol";39;0.55;0.55;0.55;2;15;"Medium"
"2024-12-23";"Ibuprofen";23;0.75;0.74;0.74;6;12;"Medium"
"2024-12-23";"Aspirin";51;0.6;0.57;0.57;6;9;"Medium"
"2024-12-23";"Naproxen";96;0.85;0.83;0.83;11;8;"High"
"2024-12-23";"Diclofenac";54;0.9;0.78;0.78;7;11;"Medium"
"2024-12-23";"Amoxicillin";28;1.3;1.28;1.28;0;11;"High"
"2024-12-23";"Azithromycin";77;1.5;1.44;1.44;3;11;"High"
"2024-12-23";"Ciprofloxacin";61;1.4;1.31;1.31;8;5;"High"
"2024-12-23";"Doxycycline";37;1.2;1.03;1.03;11;8;"Medium"
"2024-12-23";"Cetrizine";10;0.4;0.35;0.35;14;14;"Low"
"2024-12-23";"Loratadine";95;0.45;0.4;0.4;14;5;"High"
"2024-12-23";"Fexofenadine";32;0.5;0.45;0.45;12;12;"Medium"
"2024-12-23";"Metformin";80;0.9;0.81;0.81;4;14;"Low"
"2024-12-23";"Glimepiride";35;1.1;1.05;1.05;5;10;"High"
"2024-12-23";"Sitagliptin";38;1.6;1.49;1.49;6;6;"Medium"
"2024-12-23";"Pioglitazone";65;1.2;1.19;1.19;12;12;"Low"
"2024-12-23";"Omeprazole";88;0.7;0.61;0.61;7;11;"Low"
"2024-12-23";"Losartan";89;1.0;0.87;0.87;5;10;"Medium"
"2024-12-23";"Levothyroxine";74;0.8;0.74;0.74;7;5;"Medium"
"2024-12-24";"Paracetamol";82;0.55;0.55;0.55;2;6;"Low"
"2024-12-24";"Ibuprofen";82;0.75;0.67;0.67;4;8;"Medium"
"2024-12-24";"Aspirin";32;0.6;0.52;0.52;4;15;"High"
"2024-12-24";"Naproxen";15;0.85;0.74;0.74;11;5;"Low"
"2024-12-24";"Diclofenac";75;0.9;0.8;0.8;14;15;"High"
"2024-12-24";"Amoxicillin";60;1.3;1.11;1.11;9;12;"Medium"
"2024-12-24";"Azithromycin";26;1.5;1.28;1.28;0;10;"Medium"
"2024-12-24";"Ciprofloxacin";34;1.4;1.39;1.39;9;7;"Medium"
"2024-12-24";"Doxycycline";62;1.2;1.2;1.2;8;13;"High"
"2024-12-24";"Cetrizine";60;0.4;0.37;0.37;14;14;"High"
"2024-12-24";"Loratadine";97;0.45;0.41;0.41;3;8;"Low"
"2024-12-24";"Fexofenadine";84;0.5;0.45;0.45;14;10;"Medium"
"2024-12-24";"Metformin";22;0.9;0.79;0.79;12;13;"Low"
"2024-12-24";"Glimepiride";42;1.1;1.08;1.08;8;12;"Low"
"2024-12-24";"Sitagliptin";72;1.6;1.5;1.5;0;11;"High"
"2024-12-24";"Pioglitazone";20;1.2;1.12;1.12;14;6;"Medium"
"2024-12-24";"Omeprazole";46;0.7;0.61;0.61;10;14;"High"
"2024-12-24";"Losartan";87;1.0;0.92;0.92;10;7;"Low"
"2024-12-24";"Levothyroxine";27;0.8;0.71;0.71;6;7;"Low"
"2024-12-25";"Paracetamol";72;0.55;0.52;0.52;14;6;"Low"
"2024-12-25";"Ibuprofen";89;0.75;0.65;0.65;3;6;"Medium"
"2024-12-25";"Aspirin";77;0.6;0.54;0.54;4;9;"Medium"
"2024-12-25";"Naproxen";41;0.85;0.75;0.75;1;7;"High"
"2024-12-25";"Diclofenac";95;0.9;0.9;0.9;15;15;"Low"
"2024-12-25";"Amoxicillin";98;1.3;1.14;1.14;8;15;"High"
"2024-12-25";"Azithromycin";76;1.5;1.36;1.36;13;11;"Low"
"2024-12-25";"Ciprofloxacin";52;1.4;1.38;1.38;15;9;"High"
"2024-12-25";"Doxycycline";29;1.2;1.05;1.05;12;12;"Low"
"2024-12-25";"Cetrizine";95;0.4;0.35;0.35;1;9;"High"
"2024-12-25";"Loratadine";67;0.45;0.44;0.44;0;13;"Low"
"2024-12-25";"Fexofenadine";20;0.5;0.48;0.48;9;7;"High"
"2024-12-25";"Metformin";82;0.9;0.84;0.84;1;7;"Medium"
"2024-12-25";"Glimepiride";31;1.1;0.96;0.96;9;14;"Low"
"2024-12-25";"Sitagliptin";95;1.6;1.53;1.53;4;6;"Low"
"2024-12-25";"Pioglitazone";71;1.2;1.1;1.1;13;14;"Low"
"2024-12-25";"Omeprazole";90;0.7;0.61;0.61;14;14;"Low"
"2024-12-25";"Losartan";82;1.0;0.98;0.98;12;14;"High"
"2024-12-25";"Levothyroxine";85;0.8;0.71;0.71;2;10;"Low"
"2024-12-26";"Paracetamol";12;0.55;0.5;0.5;5;14;"Medium"
"2024-12-26";"Ibuprofen";38;0.75;0.64;0.64;1;6;"Low"
"2024-12-26";"Aspirin";83;0.6;0.58;0.58;14;6;"Low"
"2024-12-26";"Naproxen";70;0.85;0.83;0.83;15;5;"High"
"2024-12-26";"Diclofenac";48;0.9;0.89;0.89;1;6;"Low"
"2024-12-26";"Amoxicillin";57;1.3;1.27;1.27;15;13;"Medium"
"2024-12-26";"Azithromycin";12;1.5;1.42;1.42;2;13;"Low"
"2024-12-26";"Ciprofloxacin";59;1.4;1.39;1.39;1;15;"Low"
"2024-12-26";"Doxycycline";56;1.2;1.12;1.12;10;8;"Low"
"2024-12-26";"Cetrizine";78;0.4;0.39;0.39;4;12;"High"
"2024-12-26";"Loratadine";24;0.45;0.45;0.45;5;11;"Medium"
"2024-12-26";"Fexofenadine";90;0.5;0.48;0.48;13;5;"Medium"
"2024-12-26";"Metformin";23;0.9;0.83;0.83;14;15;"Medium"
"2024-12-26";"Glimepiride";12;1.1;1.0;1.0;9;6;"High"
"2024-12-26";"Sitagliptin";12;1.6;1.37;1.37;13;5;"High"
"2024-12-26";"Pioglitazone";61;1.2;1.09;1.09;3;10;"Low"
"2024-12-26";"Omeprazole";95;0.7;0.63;0.63;5;6;"Low"
"2024-12-26";"Losartan";24;1.0;0.89;0.89;8;11;"Medium"
"2024-12-26";"Levothyroxine";89;0.8;0.79;0.79;3;9;"Medium"
