Transaction ID,Date,Medicine Name,Category,Quantity Sold,Government Ceiling Price ($),Industry Selling Price ($),Price per Unit ($),Discount (%),Taxes (%),Demand Level,Supply Chain Issues
1539,2024-11-29,Ciprofloxacin,Antibiotic,15,1.4,1.29,1.29,9,12,High,None
1540,2024-11-29,Doxycycline,Antibiotic,42,1.2,1.15,1.15,0,10,High,Shipping Delay
1541,2024-11-29,Cetrizine,Antihistamine,93,0.4,0.37,0.37,6,7,High,Raw Material Shortage
1542,2024-11-29,Loratadine,Antihistamine,79,0.45,0.4,0.4,2,6,Medium,Shipping Delay
1543,2024-11-29,Fexofenadine,Antihistamine,61,0.5,0.46,0.46,11,13,Low,None
1544,2024-11-29,Metformin,Diabetes,82,0.9,0.86,0.86,12,8,High,None
1545,2024-11-29,Glimepiride,Diabetes,69,1.1,1.01,1.01,14,10,High,Raw Material Shortage
1546,2024-11-29,Sitagliptin,Diabetes,82,1.6,1.55,1.55,11,5,Medium,None
1547,2024-11-29,Pioglitazone,Diabetes,80,1.2,1.12,1.12,6,14,High,Raw Material Shortage
1548,2024-11-29,Omeprazole,Acid Reflux,26,0.7,0.67,0.67,5,6,High,None
1549,2024-11-29,Losartan,Blood Pressure,55,1,0.86,0.86,0,11,High,Shipping Delay
1550,2024-11-29,Levothyroxine,Thyroid,21,0.8,0.69,0.69,14,7,Medium,Shipping Delay
1551,2024-11-30,Paracetamol,Painkiller,95,0.55,0.5,0.5,3,6,High,Raw Material Shortage
1552,2024-11-30,Ibuprofen,Painkiller,52,0.75,0.67,0.67,5,15,Low,Raw Material Shortage
1553,2024-11-30,Aspirin,Painkiller,56,0.6,0.53,0.53,15,10,High,Raw Material Shortage
1554,2024-11-30,Naproxen,Painkiller,31,0.85,0.74,0.74,5,13,High,Shipping Delay
1555,2024-11-30,Diclofenac,Painkiller,98,0.9,0.78,0.78,12,8,Low,Shipping Delay
1556,2024-11-30,Amoxicillin,Antibiotic,68,1.3,1.14,1.14,10,13,High,Raw Material Shortage
1557,2024-11-30,Azithromycin,Antibiotic,38,1.5,1.29,1.29,15,9,Low,Raw Material Shortage
1558,2024-11-30,Ciprofloxacin,Antibiotic,72,1.4,1.23,1.23,12,13,Low,None
1559,2024-11-30,Doxycycline,Antibiotic,33,1.2,1.09,1.09,0,11,High,Shipping Delay
1560,2024-11-30,Cetrizine,Antihistamine,72,0.4,0.37,0.37,10,9,High,None
1561,2024-11-30,Loratadine,Antihistamine,94,0.45,0.44,0.44,2,8,High,Raw Material Shortage
1562,2024-11-30,Fexofenadine,Antihistamine,29,0.5,0.48,0.48,7,9,Low,None
1563,2024-11-30,Metformin,Diabetes,28,0.9,0.78,0.78,2,8,Low,Shipping Delay
1564,2024-11-30,Glimepiride,Diabetes,81,1.1,1.03,1.03,9,8,Low,Raw Material Shortage
1565,2024-11-30,Sitagliptin,Diabetes,87,1.6,1.55,1.55,15,12,Low,Shipping Delay
1566,2024-11-30,Pioglitazone,Diabetes,83,1.2,1.19,1.19,2,12,High,None
1567,2024-11-30,Omeprazole,Acid Reflux,53,0.7,0.66,0.66,3,7,Medium,None
1568,2024-11-30,Losartan,Blood Pressure,80,1,0.86,0.86,12,5,Low,Raw Material Shortage
1569,2024-11-30,Levothyroxine,Thyroid,91,0.8,0.71,0.71,1,11,High,Shipping Delay
1570,2024-12-01,Paracetamol,Painkiller,90,0.55,0.5,0.5,3,7,High,Shipping Delay
1571,2024-12-01,Ibuprofen,Painkiller,43,0.75,0.69,0.69,10,14,High,Raw Material Shortage
1572,2024-12-01,Aspirin,Painkiller,79,0.6,0.59,0.59,0,13,High,None
1573,2024-12-01,Naproxen,Painkiller,64,0.85,0.78,0.78,4,5,High,None
1574,2024-12-01,Diclofenac,Painkiller,47,0.9,0.78,0.78,7,9,High,None
1575,2024-12-01,Amoxicillin,Antibiotic,60,1.3,1.21,1.21,9,10,Low,Shipping Delay
1576,2024-12-01,Azithromycin,Antibiotic,37,1.5,1.4,1.4,14,14,Medium,Shipping Delay
1577,2024-12-01,Ciprofloxacin,Antibiotic,41,1.4,1.39,1.39,15,7,Medium,Shipping Delay
1578,2024-12-01,Doxycycline,Antibiotic,51,1.2,1.03,1.03,2,14,High,Raw Material Shortage
1579,2024-12-01,Cetrizine,Antihistamine,43,0.4,0.38,0.38,0,15,Low,Raw Material Shortage
1580,2024-12-01,Loratadine,Antihistamine,96,0.45,0.43,0.43,7,11,Medium,None
1581,2024-12-01,Fexofenadine,Antihistamine,36,0.5,0.47,0.47,6,14,Low,Shipping Delay
1582,2024-12-01,Metformin,Diabetes,74,0.9,0.78,0.78,15,6,Medium,None
1583,2024-12-01,Glimepiride,Diabetes,97,1.1,1.09,1.09,10,7,Medium,Shipping Delay
1584,2024-12-01,Sitagliptin,Diabetes,58,1.6,1.44,1.44,7,6,Medium,None
1585,2024-12-01,Pioglitazone,Diabetes,72,1.2,1.2,1.2,13,8,High,Raw Material Shortage
1586,2024-12-01,Omeprazole,Acid Reflux,13,0.7,0.65,0.65,7,7,Low,Raw Material Shortage
1587,2024-12-01,Losartan,Blood Pressure,95,1,0.93,0.93,5,15,Low,Raw Material Shortage
1588,2024-12-01,Levothyroxine,Thyroid,99,0.8,0.7,0.7,9,13,Low,Shipping Delay
1589,2024-12-02,Paracetamol,Painkiller,17,0.55,0.54,0.54,1,7,Low,Raw Material Shortage
1590,2024-12-02,Ibuprofen,Painkiller,83,0.75,0.73,0.73,2,10,High,Shipping Delay
1591,2024-12-02,Aspirin,Painkiller,25,0.6,0.54,0.54,7,10,High,Raw Material Shortage
1592,2024-12-02,Naproxen,Painkiller,37,0.85,0.8,0.8,13,7,Low,Raw Material Shortage
1593,2024-12-02,Diclofenac,Painkiller,72,0.9,0.84,0.84,15,13,Low,None
1594,2024-12-02,Amoxicillin,Antibiotic,68,1.3,1.26,1.26,7,9,Medium,Shipping Delay
1595,2024-12-02,Azithromycin,Antibiotic,33,1.5,1.35,1.35,5,15,Low,Shipping Delay
1596,2024-12-02,Ciprofloxacin,Antibiotic,97,1.4,1.37,1.37,12,11,Low,None
1597,2024-12-02,Doxycycline,Antibiotic,33,1.2,1.06,1.06,10,5,Medium,Raw Material Shortage
1598,2024-12-02,Cetrizine,Antihistamine,100,0.4,0.39,0.39,5,8,Medium,Shipping Delay
1599,2024-12-02,Loratadine,Antihistamine,52,0.45,0.42,0.42,11,13,High,None
1600,2024-12-02,Fexofenadine,Antihistamine,40,0.5,0.49,0.49,1,11,Low,None
1601,2024-12-02,Metformin,Diabetes,29,0.9,0.85,0.85,8,13,High,None
1602,2024-12-02,Glimepiride,Diabetes,40,1.1,0.99,0.99,0,11,High,None
1603,2024-12-02,Sitagliptin,Diabetes,46,1.6,1.5,1.5,2,7,Low,None
1604,2024-12-02,Pioglitazone,Diabetes,94,1.2,1.07,1.07,3,9,Medium,None
1605,2024-12-02,Omeprazole,Acid Reflux,72,0.7,0.65,0.65,11,12,High,Shipping Delay
1606,2024-12-02,Losartan,Blood Pressure,21,1,0.97,0.97,11,12,Low,Raw Material Shortage
1607,2024-12-02,Levothyroxine,Thyroid,54,0.8,0.79,0.79,8,6,Medium,None
1608,2024-12-03,Paracetamol,Painkiller,36,0.55,0.51,0.51,1,13,High,Shipping Delay
1609,2024-12-03,Ibuprofen,Painkiller,80,0.75,0.71,0.71,10,6,High,Shipping Delay
1610,2024-12-03,Aspirin,Painkiller,36,0.6,0.58,0.58,2,6,Medium,None
1611,2024-12-03,Naproxen,Painkiller,66,0.85,0.78,0.78,3,8,Medium,Raw Material Shortage
1612,2024-12-03,Diclofenac,Painkiller,77,0.9,0.78,0.78,3,12,Medium,Raw Material Shortage
1613,2024-12-03,Amoxicillin,Antibiotic,76,1.3,1.27,1.27,0,11,Medium,Raw Material Shortage
1614,2024-12-03,Azithromycin,Antibiotic,52,1.5,1.31,1.31,2,5,High,Shipping Delay
1615,2024-12-03,Ciprofloxacin,Antibiotic,56,1.4,1.2,1.2,5,8,Low,None
1616,2024-12-03,Doxycycline,Antibiotic,32,1.2,1.11,1.11,12,10,Low,None
1617,2024-12-03,Cetrizine,Antihistamine,39,0.4,0.34,0.34,14,5,High,Shipping Delay
1618,2024-12-03,Loratadine,Antihistamine,97,0.45,0.43,0.43,11,15,Medium,Shipping Delay
1619,2024-12-03,Fexofenadine,Antihistamine,71,0.5,0.45,0.45,10,7,Low,Raw Material Shortage
1620,2024-12-03,Metformin,Diabetes,48,0.9,0.84,0.84,2,6,Medium,Raw Material Shortage
1621,2024-12-03,Glimepiride,Diabetes,82,1.1,1.01,1.01,5,11,Low,Shipping Delay
1622,2024-12-03,Sitagliptin,Diabetes,25,1.6,1.52,1.52,13,14,Medium,Raw Material Shortage
1623,2024-12-03,Pioglitazone,Diabetes,75,1.2,1.08,1.08,9,5,Medium,None
1624,2024-12-03,Omeprazole,Acid Reflux,49,0.7,0.63,0.63,8,10,Medium,None
1625,2024-12-03,Losartan,Blood Pressure,31,1,0.99,0.99,2,5,Medium,Raw Material Shortage
1626,2024-12-03,Levothyroxine,Thyroid,62,0.8,0.79,0.79,12,11,Medium,None
1627,2024-12-04,Paracetamol,Painkiller,96,0.55,0.53,0.53,6,8,Low,Shipping Delay
1628,2024-12-04,Ibuprofen,Painkiller,96,0.75,0.72,0.72,8,9,High,Shipping Delay
1629,2024-12-04,Aspirin,Painkiller,41,0.6,0.54,0.54,6,7,High,None
1630,2024-12-04,Naproxen,Painkiller,95,0.85,0.78,0.78,8,13,Low,Shipping Delay
1631,2024-12-04,Diclofenac,Painkiller,31,0.9,0.89,0.89,13,15,Low,None
1632,2024-12-04,Amoxicillin,Antibiotic,46,1.3,1.29,1.29,1,10,High,Raw Material Shortage
1633,2024-12-04,Azithromycin,Antibiotic,60,1.5,1.49,1.49,13,11,Medium,None
1634,2024-12-04,Ciprofloxacin,Antibiotic,57,1.4,1.37,1.37,8,5,High,None
1635,2024-12-04,Doxycycline,Antibiotic,93,1.2,1.06,1.06,6,11,High,Raw Material Shortage
1636,2024-12-04,Cetrizine,Antihistamine,20,0.4,0.38,0.38,4,14,Medium,None
1637,2024-12-04,Loratadine,Antihistamine,17,0.45,0.4,0.4,15,10,Medium,None
1638,2024-12-04,Fexofenadine,Antihistamine,19,0.5,0.43,0.43,1,7,High,None
1639,2024-12-04,Metformin,Diabetes,12,0.9,0.77,0.77,14,10,Low,None
1640,2024-12-04,Glimepiride,Diabetes,36,1.1,0.94,0.94,13,5,High,Raw Material Shortage
1641,2024-12-04,Sitagliptin,Diabetes,14,1.6,1.38,1.38,8,11,High,Shipping Delay
1642,2024-12-04,Pioglitazone,Diabetes,76,1.2,1.07,1.07,12,8,Medium,Raw Material Shortage
1643,2024-12-04,Omeprazole,Acid Reflux,47,0.7,0.66,0.66,14,6,Low,Shipping Delay
1644,2024-12-04,Losartan,Blood Pressure,29,1,0.92,0.92,10,11,Medium,Shipping Delay
1645,2024-12-04,Levothyroxine,Thyroid,53,0.8,0.72,0.72,4,6,High,Raw Material Shortage
1646,2024-12-05,Paracetamol,Painkiller,15,0.55,0.54,0.54,8,7,Low,None
1647,2024-12-05,Ibuprofen,Painkiller,71,0.75,0.74,0.74,2,12,High,Shipping Delay
1648,2024-12-05,Aspirin,Painkiller,12,0.6,0.58,0.58,8,13,Low,None
1649,2024-12-05,Naproxen,Painkiller,64,0.85,0.82,0.82,15,7,Medium,None
1650,2024-12-05,Diclofenac,Painkiller,61,0.9,0.88,0.88,1,15,Low,Shipping Delay
1651,2024-12-05,Amoxicillin,Antibiotic,39,1.3,1.27,1.27,4,6,Low,None
1652,2024-12-05,Azithromycin,Antibiotic,100,1.5,1.44,1.44,1,6,Medium,None
1653,2024-12-05,Ciprofloxacin,Antibiotic,14,1.4,1.37,1.37,1,6,Low,None
1654,2024-12-05,Doxycycline,Antibiotic,11,1.2,1.17,1.17,4,15,Medium,Shipping Delay
1655,2024-12-05,Cetrizine,Antihistamine,55,0.4,0.38,0.38,6,8,Medium,Shipping Delay
1656,2024-12-05,Loratadine,Antihistamine,53,0.45,0.39,0.39,3,13,High,None
1657,2024-12-05,Fexofenadine,Antihistamine,46,0.5,0.45,0.45,1,14,Medium,Raw Material Shortage
1658,2024-12-05,Metformin,Diabetes,80,0.9,0.82,0.82,1,10,Medium,Raw Material Shortage
1659,2024-12-05,Glimepiride,Diabetes,25,1.1,1.04,1.04,6,11,Low,Raw Material Shortage
1660,2024-12-05,Sitagliptin,Diabetes,65,1.6,1.48,1.48,5,9,High,None
1661,2024-12-05,Pioglitazone,Diabetes,13,1.2,1.08,1.08,11,12,High,None
1662,2024-12-05,Omeprazole,Acid Reflux,42,0.7,0.64,0.64,8,13,Medium,Raw Material Shortage
1663,2024-12-05,Losartan,Blood Pressure,54,1,0.95,0.95,15,5,Medium,None
1664,2024-12-05,Levothyroxine,Thyroid,26,0.8,0.7,0.7,8,9,High,Raw Material Shortage
1665,2024-12-06,Paracetamol,Painkiller,67,0.55,0.51,0.51,8,8,Low,None
1666,2024-12-06,Ibuprofen,Painkiller,51,0.75,0.7,0.7,8,6,Low,Raw Material Shortage
1667,2024-12-06,Aspirin,Painkiller,24,0.6,0.53,0.53,5,13,Medium,Shipping Delay
1668,2024-12-06,Naproxen,Painkiller,60,0.85,0.76,0.76,11,5,Low,Raw Material Shortage
1669,2024-12-06,Diclofenac,Painkiller,29,0.9,0.83,0.83,6,13,Low,Shipping Delay
1670,2024-12-06,Amoxicillin,Antibiotic,86,1.3,1.17,1.17,2,8,Low,Shipping Delay
1671,2024-12-06,Azithromycin,Antibiotic,71,1.5,1.48,1.48,5,10,Medium,Shipping Delay
1672,2024-12-06,Ciprofloxacin,Antibiotic,22,1.4,1.3,1.3,13,7,High,Shipping Delay
1673,2024-12-06,Doxycycline,Antibiotic,33,1.2,1.05,1.05,4,10,Low,Shipping Delay
1674,2024-12-06,Cetrizine,Antihistamine,23,0.4,0.36,0.36,7,10,Medium,Raw Material Shortage
1675,2024-12-06,Loratadine,Antihistamine,51,0.45,0.41,0.41,1,15,High,Raw Material Shortage
1676,2024-12-06,Fexofenadine,Antihistamine,89,0.5,0.44,0.44,10,9,Low,Shipping Delay
1677,2024-12-06,Metformin,Diabetes,13,0.9,0.89,0.89,5,14,High,Raw Material Shortage
1678,2024-12-06,Glimepiride,Diabetes,84,1.1,1,1,2,7,Low,None
1679,2024-12-06,Sitagliptin,Diabetes,99,1.6,1.54,1.54,1,8,High,Shipping Delay
1680,2024-12-06,Pioglitazone,Diabetes,41,1.2,1.03,1.03,11,5,Low,Raw Material Shortage
1681,2024-12-06,Omeprazole,Acid Reflux,43,0.7,0.6,0.6,0,10,Low,Shipping Delay
1682,2024-12-06,Losartan,Blood Pressure,60,1,0.97,0.97,8,14,Low,None
1683,2024-12-06,Levothyroxine,Thyroid,49,0.8,0.79,0.79,12,15,Low,Raw Material Shortage
1684,2024-12-07,Paracetamol,Painkiller,63,0.55,0.49,0.49,14,9,Low,Raw Material Shortage
1685,2024-12-07,Ibuprofen,Painkiller,22,0.75,0.75,0.75,14,5,High,Raw Material Shortage
1686,2024-12-07,Aspirin,Painkiller,81,0.6,0.53,0.53,3,8,Low,Shipping Delay
1687,2024-12-07,Naproxen,Painkiller,30,0.85,0.79,0.79,7,15,High,None
1688,2024-12-07,Diclofenac,Painkiller,99,0.9,0.79,0.79,8,10,High,Raw Material Shortage
1689,2024-12-07,Amoxicillin,Antibiotic,31,1.3,1.11,1.11,0,12,Low,None
1690,2024-12-07,Azithromycin,Antibiotic,76,1.5,1.42,1.42,4,14,High,None
1691,2024-12-07,Ciprofloxacin,Antibiotic,28,1.4,1.21,1.21,11,10,Low,None
1692,2024-12-07,Doxycycline,Antibiotic,46,1.2,1.08,1.08,11,11,Medium,None
1693,2024-12-07,Cetrizine,Antihistamine,79,0.4,0.38,0.38,1,5,Medium,Raw Material Shortage
1694,2024-12-07,Loratadine,Antihistamine,17,0.45,0.44,0.44,7,7,High,None
1695,2024-12-07,Fexofenadine,Antihistamine,26,0.5,0.47,0.47,10,12,High,Shipping Delay
1696,2024-12-07,Metformin,Diabetes,45,0.9,0.78,0.78,1,8,Medium,Raw Material Shortage
1697,2024-12-07,Glimepiride,Diabetes,66,1.1,0.97,0.97,12,5,High,Raw Material Shortage
1698,2024-12-07,Sitagliptin,Diabetes,11,1.6,1.56,1.56,13,13,Low,Raw Material Shortage
1699,2024-12-07,Pioglitazone,Diabetes,23,1.2,1.05,1.05,2,14,High,Raw Material Shortage
1700,2024-12-07,Omeprazole,Acid Reflux,13,0.7,0.65,0.65,8,6,High,Raw Material Shortage
1701,2024-12-07,Losartan,Blood Pressure,47,1,0.97,0.97,7,13,Medium,None
1702,2024-12-07,Levothyroxine,Thyroid,32,0.8,0.76,0.76,1,5,Medium,Shipping Delay
1703,2024-12-08,Paracetamol,Painkiller,93,0.55,0.53,0.53,4,10,Low,Shipping Delay
1704,2024-12-08,Ibuprofen,Painkiller,77,0.75,0.69,0.69,3,14,High,Raw Material Shortage
1705,2024-12-08,Aspirin,Painkiller,53,0.6,0.55,0.55,5,5,Medium,Raw Material Shortage
1706,2024-12-08,Naproxen,Painkiller,70,0.85,0.8,0.8,4,14,Low,Raw Material Shortage
1707,2024-12-08,Diclofenac,Painkiller,79,0.9,0.82,0.82,1,10,High,Shipping Delay
1708,2024-12-08,Amoxicillin,Antibiotic,65,1.3,1.14,1.14,9,12,Medium,Shipping Delay
1709,2024-12-08,Azithromycin,Antibiotic,91,1.5,1.42,1.42,0,13,High,Shipping Delay
1710,2024-12-08,Ciprofloxacin,Antibiotic,10,1.4,1.21,1.21,1,8,Medium,Raw Material Shortage
1711,2024-12-08,Doxycycline,Antibiotic,81,1.2,1.03,1.03,7,9,High,Raw Material Shortage
1712,2024-12-08,Cetrizine,Antihistamine,16,0.4,0.39,0.39,4,13,Low,Shipping Delay
1713,2024-12-08,Loratadine,Antihistamine,15,0.45,0.45,0.45,12,5,High,Shipping Delay
1714,2024-12-08,Fexofenadine,Antihistamine,59,0.5,0.45,0.45,7,8,Medium,Raw Material Shortage
1715,2024-12-08,Metformin,Diabetes,41,0.9,0.9,0.9,10,5,Medium,None
1716,2024-12-08,Glimepiride,Diabetes,26,1.1,0.96,0.96,2,15,Medium,Raw Material Shortage
1717,2024-12-08,Sitagliptin,Diabetes,85,1.6,1.57,1.57,8,14,High,None
1718,2024-12-08,Pioglitazone,Diabetes,73,1.2,1.19,1.19,7,10,Low,None
1719,2024-12-08,Omeprazole,Acid Reflux,45,0.7,0.68,0.68,3,11,Low,Raw Material Shortage
1720,2024-12-08,Losartan,Blood Pressure,87,1,0.96,0.96,5,15,Low,None
1721,2024-12-08,Levothyroxine,Thyroid,80,0.8,0.78,0.78,12,5,Medium,Shipping Delay
1722,2024-12-09,Paracetamol,Painkiller,15,0.55,0.55,0.55,3,7,Medium,Shipping Delay
1723,2024-12-09,Ibuprofen,Painkiller,21,0.75,0.75,0.75,13,10,Medium,None
1724,2024-12-09,Aspirin,Painkiller,79,0.6,0.58,0.58,9,13,High,None
1725,2024-12-09,Naproxen,Painkiller,77,0.85,0.75,0.75,7,6,Medium,Raw Material Shortage
1726,2024-12-09,Diclofenac,Painkiller,54,0.9,0.77,0.77,5,12,Low,None
1727,2024-12-09,Amoxicillin,Antibiotic,100,1.3,1.19,1.19,7,12,Low,None
1728,2024-12-09,Azithromycin,Antibiotic,44,1.5,1.36,1.36,4,9,High,Raw Material Shortage
1729,2024-12-09,Ciprofloxacin,Antibiotic,14,1.4,1.35,1.35,5,12,Medium,Shipping Delay
1730,2024-12-09,Doxycycline,Antibiotic,97,1.2,1.19,1.19,0,9,Low,Shipping Delay
1731,2024-12-09,Cetrizine,Antihistamine,43,0.4,0.36,0.36,12,9,Low,None
1732,2024-12-09,Loratadine,Antihistamine,10,0.45,0.45,0.45,3,9,High,Raw Material Shortage
1733,2024-12-09,Fexofenadine,Antihistamine,94,0.5,0.49,0.49,12,5,High,Raw Material Shortage
1734,2024-12-09,Metformin,Diabetes,77,0.9,0.78,0.78,12,5,Low,Shipping Delay
1735,2024-12-09,Glimepiride,Diabetes,32,1.1,1.08,1.08,1,9,Low,None
1736,2024-12-09,Sitagliptin,Diabetes,100,1.6,1.58,1.58,14,13,Medium,Raw Material Shortage
1737,2024-12-09,Pioglitazone,Diabetes,42,1.2,1.19,1.19,14,8,High,None
1738,2024-12-09,Omeprazole,Acid Reflux,91,0.7,0.66,0.66,5,10,Medium,Raw Material Shortage
1739,2024-12-09,Losartan,Blood Pressure,13,1,0.91,0.91,8,5,Low,None
1740,2024-12-09,Levothyroxine,Thyroid,68,0.8,0.79,0.79,7,10,Medium,Raw Material Shortage
1741,2024-12-10,Paracetamol,Painkiller,60,0.55,0.48,0.48,11,8,Low,Shipping Delay
1742,2024-12-10,Ibuprofen,Painkiller,59,0.75,0.66,0.66,11,11,Medium,Shipping Delay
1743,2024-12-10,Aspirin,Painkiller,96,0.6,0.55,0.55,13,10,Low,Raw Material Shortage
1744,2024-12-10,Naproxen,Painkiller,26,0.85,0.78,0.78,4,8,High,Raw Material Shortage
1745,2024-12-10,Diclofenac,Painkiller,49,0.9,0.78,0.78,0,8,Low,Shipping Delay
1746,2024-12-10,Amoxicillin,Antibiotic,94,1.3,1.15,1.15,7,9,High,Raw Material Shortage
1747,2024-12-10,Azithromycin,Antibiotic,30,1.5,1.47,1.47,13,10,High,Raw Material Shortage
1748,2024-12-10,Ciprofloxacin,Antibiotic,83,1.4,1.36,1.36,6,15,High,Shipping Delay
1749,2024-12-10,Doxycycline,Antibiotic,66,1.2,1.12,1.12,0,11,Low,Raw Material Shortage
1750,2024-12-10,Cetrizine,Antihistamine,55,0.4,0.37,0.37,9,10,Low,Shipping Delay
1751,2024-12-10,Loratadine,Antihistamine,91,0.45,0.42,0.42,12,6,Medium,Shipping Delay
1752,2024-12-10,Fexofenadine,Antihistamine,37,0.5,0.48,0.48,6,12,Medium,None
1753,2024-12-10,Metformin,Diabetes,22,0.9,0.8,0.8,10,6,High,Shipping Delay
1754,2024-12-10,Glimepiride,Diabetes,15,1.1,0.95,0.95,15,7,Low,Raw Material Shortage
1755,2024-12-10,Sitagliptin,Diabetes,64,1.6,1.51,1.51,15,9,High,Shipping Delay
1756,2024-12-10,Pioglitazone,Diabetes,61,1.2,1.09,1.09,12,8,High,Raw Material Shortage
1757,2024-12-10,Omeprazole,Acid Reflux,27,0.7,0.62,0.62,3,7,Low,Raw Material Shortage
1758,2024-12-10,Losartan,Blood Pressure,26,1,0.91,0.91,8,11,Low,None
1759,2024-12-10,Levothyroxine,Thyroid,47,0.8,0.7,0.7,12,10,Low,Shipping Delay
1760,2024-12-11,Paracetamol,Painkiller,57,0.55,0.5,0.5,13,5,High,Shipping Delay
1761,2024-12-11,Ibuprofen,Painkiller,63,0.75,0.68,0.68,10,14,High,Raw Material Shortage
1762,2024-12-11,Aspirin,Painkiller,36,0.6,0.6,0.6,13,14,High,Shipping Delay
1763,2024-12-11,Naproxen,Painkiller,91,0.85,0.79,0.79,4,7,Low,None
1764,2024-12-11,Diclofenac,Painkiller,66,0.9,0.85,0.85,11,7,High,Raw Material Shortage
1765,2024-12-11,Amoxicillin,Antibiotic,60,1.3,1.18,1.18,15,5,Medium,Raw Material Shortage
1766,2024-12-11,Azithromycin,Antibiotic,44,1.5,1.29,1.29,1,8,Medium,Shipping Delay
1767,2024-12-11,Ciprofloxacin,Antibiotic,73,1.4,1.29,1.29,12,13,Low,Shipping Delay
1768,2024-12-11,Doxycycline,Antibiotic,72,1.2,1.06,1.06,7,13,Medium,Shipping Delay
1769,2024-12-11,Cetrizine,Antihistamine,53,0.4,0.37,0.37,7,13,Medium,Shipping Delay
1770,2024-12-11,Loratadine,Antihistamine,43,0.45,0.42,0.42,12,12,Medium,None
1771,2024-12-11,Fexofenadine,Antihistamine,13,0.5,0.44,0.44,0,6,Medium,Shipping Delay
1772,2024-12-11,Metformin,Diabetes,28,0.9,0.8,0.8,0,5,Medium,Shipping Delay
1773,2024-12-11,Glimepiride,Diabetes,60,1.1,1.05,1.05,6,10,Low,Shipping Delay
1774,2024-12-11,Sitagliptin,Diabetes,73,1.6,1.58,1.58,15,14,High,Shipping Delay
1775,2024-12-11,Pioglitazone,Diabetes,44,1.2,1.17,1.17,1,13,Low,Shipping Delay
1776,2024-12-11,Omeprazole,Acid Reflux,63,0.7,0.7,0.7,3,11,High,Raw Material Shortage
1777,2024-12-11,Losartan,Blood Pressure,66,1,0.88,0.88,12,15,High,Raw Material Shortage
1778,2024-12-11,Levothyroxine,Thyroid,75,0.8,0.77,0.77,14,9,Medium,Shipping Delay
1779,2024-12-12,Paracetamol,Painkiller,18,0.55,0.5,0.5,5,5,Low,None
1780,2024-12-12,Ibuprofen,Painkiller,62,0.75,0.64,0.64,1,12,Low,Shipping Delay
1781,2024-12-12,Aspirin,Painkiller,43,0.6,0.57,0.57,13,14,High,Raw Material Shortage
1782,2024-12-12,Naproxen,Painkiller,32,0.85,0.78,0.78,1,12,Low,Shipping Delay
1783,2024-12-12,Diclofenac,Painkiller,24,0.9,0.9,0.9,14,13,High,Shipping Delay
1784,2024-12-12,Amoxicillin,Antibiotic,52,1.3,1.3,1.3,0,15,High,Raw Material Shortage
1785,2024-12-12,Azithromycin,Antibiotic,29,1.5,1.49,1.49,15,10,Medium,None
1786,2024-12-12,Ciprofloxacin,Antibiotic,47,1.4,1.38,1.38,7,6,Medium,Shipping Delay
1787,2024-12-12,Doxycycline,Antibiotic,98,1.2,1.03,1.03,6,13,Medium,Shipping Delay
1788,2024-12-12,Cetrizine,Antihistamine,30,0.4,0.34,0.34,13,11,Low,None
1789,2024-12-12,Loratadine,Antihistamine,41,0.45,0.42,0.42,15,6,Low,Raw Material Shortage
1790,2024-12-12,Fexofenadine,Antihistamine,41,0.5,0.47,0.47,15,7,Medium,Raw Material Shortage
1791,2024-12-12,Metformin,Diabetes,37,0.9,0.85,0.85,1,12,Medium,Shipping Delay
1792,2024-12-12,Glimepiride,Diabetes,66,1.1,1.04,1.04,8,10,Medium,None
1793,2024-12-12,Sitagliptin,Diabetes,22,1.6,1.42,1.42,12,11,Low,Raw Material Shortage
1794,2024-12-12,Pioglitazone,Diabetes,71,1.2,1.05,1.05,4,5,High,Raw Material Shortage
1795,2024-12-12,Omeprazole,Acid Reflux,18,0.7,0.66,0.66,2,15,Medium,Shipping Delay
1796,2024-12-12,Losartan,Blood Pressure,90,1,0.96,0.96,1,14,Medium,Shipping Delay
1797,2024-12-12,Levothyroxine,Thyroid,51,0.8,0.73,0.73,1,13,High,Shipping Delay
1798,2024-12-13,Paracetamol,Painkiller,71,0.55,0.5,0.5,12,15,Low,Shipping Delay
1799,2024-12-13,Ibuprofen,Painkiller,67,0.75,0.73,0.73,14,15,Low,None
1800,2024-12-13,Aspirin,Painkiller,44,0.6,0.58,0.58,4,12,Low,None
1801,2024-12-13,Naproxen,Painkiller,43,0.85,0.74,0.74,2,10,Low,Shipping Delay
1802,2024-12-13,Diclofenac,Painkiller,72,0.9,0.77,0.77,8,7,High,None
1803,2024-12-13,Amoxicillin,Antibiotic,21,1.3,1.11,1.11,1,9,Low,Raw Material Shortage
1804,2024-12-13,Azithromycin,Antibiotic,12,1.5,1.3,1.3,14,5,High,Raw Material Shortage
1805,2024-12-13,Ciprofloxacin,Antibiotic,62,1.4,1.38,1.38,0,6,High,Shipping Delay
1806,2024-12-13,Doxycycline,Antibiotic,98,1.2,1.06,1.06,15,9,Low,Raw Material Shortage
1807,2024-12-13,Cetrizine,Antihistamine,30,0.4,0.35,0.35,0,10,Low,Shipping Delay
1808,2024-12-13,Loratadine,Antihistamine,67,0.45,0.44,0.44,0,8,Low,Shipping Delay
