datum,M01AB_monthly,M01AE_monthly,N02BA_monthly,N02BE_monthly,N05B_monthly,N05C_monthly,R03_monthly,R06_monthly,M01AB_weekly,M01AE_weekly,N02BA_weekly,N02BE_weekly,N05B_weekly,N05C_weekly,R03_weekly,R06_weekly,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,M01AB_hourly,M01AE_hourly,N02BA_hourly,N02BE_hourly,N05B_hourly,N05C_hourly,R03_hourly,R06_hourly,Year_hourly,Month_hourly,Hour_hourly
2016-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99,6.429,8.5,60.675,4.0,0.0,20.0,1.0,48384.0,48.0,276.0
2016-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,3.67,5.0,42.4,2.0,0.0,10.0,2.0,48384.0,48.0,276.0
2016-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,5.33,5.3,52.2,6.0,0.0,0.0,0.0,48384.0,48.0,276.0
2016-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,2.32,3.0,29.0,3.0,2.0,9.0,3.0,48384.0,48.0,276.0
2016-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,4.0,26.6,12.0,1.0,1.0,0.0,48384.0,48.0,276.0
2016-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,1.0,4.3,43.85,3.0,0.0,9.0,1.0,48384.0,48.0,276.0
2016-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.67,4.0,28.7,18.0,2.0,26.0,1.0,48384.0,48.0,276.0
2016-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.33,4.122,4.0,36.9,5.0,0.0,8.0,3.0,48384.0,48.0,276.0
2016-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.32,3.0,51.125,10.0,0.0,12.0,4.0,48384.0,48.0,276.0
2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.33,2.5999999999999996,41.3,11.0,0.0,15.0,3.0,48384.0,48.0,276.0
2016-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.66,2.33,2.1,35.0,6.0,2.0,5.0,1.0,48384.0,48.0,276.0
2016-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.99,3.99,5.0,41.0,22.0,1.0,4.0,3.0,48384.0,48.0,276.0
2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.848,4.5,28.55,6.0,2.0,0.0,1.0,48384.0,48.0,276.0
2016-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,6.6,25.8,3.0,0.0,5.0,2.0,48384.0,48.0,276.0
2016-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,4.0,2.2,31.0,11.0,2.0,0.0,2.0,48384.0,72.0,276.0
2016-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,10.396,5.3,21.3,15.0,2.0,1.0,0.0,48384.0,72.0,276.0
2016-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,2.0,5.0,55.8,2.0,0.0,9.0,4.0,48384.0,72.0,276.0
2016-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.99,4.4,26.6,3.0,0.0,0.0,0.0,48384.0,72.0,276.0
2016-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.891,8.0,38.0,9.0,0.0,10.0,5.0,48384.0,72.0,276.0
2016-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,7.34,4.0,43.5,3.0,1.0,6.0,1.0,48384.0,72.0,276.0
2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.66,3.0,44.0,7.0,0.0,3.0,3.0,48384.0,72.0,276.0
2016-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,5.67,7.0,21.8,7.0,1.0,6.0,4.0,48384.0,72.0,276.0
2016-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,10.33,2.0,23.4,8.0,0.0,2.0,2.0,48384.0,72.0,276.0
2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,4.3629999999999995,6.2,22.0,8.0,0.0,18.0,1.0,48384.0,72.0,276.0
2016-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.373,1.4,41.8,4.0,0.0,23.0,1.0,48384.0,72.0,276.0
2016-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,3.3200000000000003,10.0,35.9,12.0,0.0,23.0,1.0,48384.0,72.0,276.0
2016-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,3.3200000000000003,2.0,24.0,7.0,0.0,18.0,3.0,48384.0,72.0,276.0
2016-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,13.34,5.7,37.4,16.0,0.0,4.0,4.0,48384.0,72.0,276.0
2016-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66,5.396,5.0,60.2,10.0,0.0,8.0,5.0,48384.0,72.0,276.0
2016-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,5.353,5.2,25.462,15.0,2.0,8.0,3.0,48384.0,72.0,276.0
2016-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.66,8.33,2.8,19.5,6.0,1.0,5.0,5.0,48384.0,72.0,276.0
2016-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8.056000000000001,6.0,45.7,11.0,0.0,36.0,7.0,48384.0,72.0,276.0
2016-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,0.0,5.0,42.188,12.0,2.0,4.0,2.0,48384.0,72.0,276.0
2016-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,6.0,24.25,22.0,1.0,0.0,3.0,48384.0,72.0,276.0
2016-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.84,2.0,3.0,32.0,4.0,0.0,8.0,2.0,48384.0,72.0,276.0
2016-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.35,4.2,42.8,8.0,0.0,3.0,3.0,48384.0,72.0,276.0
2016-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,0.66,7.5,33.25,4.0,0.0,0.0,5.0,48384.0,72.0,276.0
2016-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,2.34,1.7,24.6,20.0,0.0,4.0,4.5,48384.0,72.0,276.0
2016-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68,1.33,3.2,36.2,4.0,0.0,12.0,1.0,48384.0,72.0,276.0
2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16,2.68,7.4,22.2,3.0,0.0,12.0,5.0,48384.0,72.0,276.0
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,3.0100000000000002,2.7,50.4,4.0,0.0,16.0,10.5,48384.0,96.0,276.0
2016-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,2.0,7.0,32.3,4.0,0.0,19.0,7.4,48384.0,96.0,276.0
2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.231,5.0,21.6,3.0,1.0,11.0,2.0,48384.0,96.0,276.0
2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.33,4.0,40.3,5.0,1.0,11.0,12.0,48384.0,96.0,276.0
2016-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.66,5.3629999999999995,2.0,15.25,7.0,0.0,6.0,3.0,48384.0,96.0,276.0
2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,5.98,4.0,21.0,7.0,2.0,4.0,8.2,48384.0,96.0,276.0
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.67,3.66,5.0,42.3,2.0,1.0,3.0,4.4,48384.0,96.0,276.0
2016-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.01,3.1,38.8,7.0,0.0,14.0,3.0,48384.0,96.0,276.0
2016-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,4.99,3.0,26.0,11.0,2.0,17.0,6.0,48384.0,96.0,276.0
2016-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,4.65,6.0,41.6,19.0,1.0,2.0,5.0,48384.0,96.0,276.0
2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,3.066,3.0,34.0,22.333333333,0.0,2.0,3.0,48384.0,96.0,276.0
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,2.3200000000000003,8.5,44.225,9.0,0.0,4.0,6.0,48384.0,96.0,276.0
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,3.056,2.7,23.6,6.0,0.0,10.0,4.2,48384.0,96.0,276.0
2016-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34,6.66,5.3,33.0,11.0,0.0,8.0,8.5,48384.0,96.0,276.0
2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66,2.0,5.0,22.1,15.0,3.0,7.0,7.0,48384.0,96.0,276.0
2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.34,8.3,24.3,7.0,0.0,6.0,4.0,48384.0,96.0,276.0
2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,3.33,2.4,17.1,11.0,5.0,15.0,3.0,48384.0,96.0,276.0
2016-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.464,3.0,21.6,6.0,0.0,0.0,2.3,48384.0,96.0,276.0
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.67,4.0,21.9,4.0,0.0,6.0,1.0,48384.0,96.0,276.0
2016-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.66,3.6900000000000004,8.0,33.2,8.0,0.0,0.0,4.5,48384.0,96.0,276.0
2016-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.67,1.6600000000000001,7.25,21.7,20.0,1.0,3.0,2.5,48384.0,96.0,276.0
2016-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,4.99,7.0,27.2,19.0,0.0,7.0,2.0,48384.0,96.0,276.0
2016-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66,7.495,7.0,47.4,27.0,0.0,1.0,2.0,48384.0,96.0,276.0
2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66,6.34,6.0,28.0,17.666666667,0.0,12.0,12.0,48384.0,96.0,276.0
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.66,3.0,2.5,37.0,15.0,0.0,1.0,3.2,48384.0,96.0,276.0
2016-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.02,1.0,39.2,7.0,0.0,5.0,2.0,48384.0,120.0,276.0
2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,5.99,3.0,23.9,3.0,0.0,0.0,2.0,48384.0,120.0,276.0
2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.34,3.0,5.0,32.2,4.0,0.0,1.0,2.0,48384.0,120.0,276.0
2016-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66,3.0,6.0,41.0,16.0,3.0,1.0,2.0,48384.0,120.0,276.0
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.99,1.0,33.6,7.0,0.0,1.0,3.0,48384.0,120.0,276.0
2016-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,8.34,4.0,47.2,5.0,1.0,0.0,10.0,48384.0,120.0,276.0
2016-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67,6.3629999999999995,5.0,29.2,3.0,0.0,2.0,5.0,48384.0,120.0,276.0
2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,3.67,7.0,28.25,4.0,0.0,2.0,3.5,48384.0,120.0,276.0
2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,4.66,4.0,23.0,13.0,0.0,3.0,2.0,48384.0,120.0,276.0
2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0100000000000002,1.759,8.0,28.1,8.0,1.0,2.0,0.0,48384.0,120.0,276.0
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,2.33,3.0,37.0,9.0,0.0,0.0,5.0,48384.0,120.0,276.0
2016-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34,4.67,5.55,31.25,13.0,0.0,21.0,1.0,48384.0,120.0,276.0
2016-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.66,2.0,24.0,17.0,0.0,2.0,3.0,48384.0,120.0,276.0
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.33,7.1,38.4,4.0,0.0,1.0,3.2,48384.0,120.0,276.0
2016-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.33,5.25,35.0,7.0,0.0,1.0,5.0,48384.0,120.0,276.0
2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34,5.66,2.0,30.5,10.0,0.0,16.0,3.0,48384.0,120.0,276.0
2016-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.1320000000000001,3.0,14.0,14.0,2.0,9.0,5.0,48384.0,120.0,276.0
2016-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.34,5.2,42.5,3.0,0.0,17.0,5.0,48384.0,120.0,276.0
2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.363,5.0,54.7,19.0,0.0,7.0,4.0,48384.0,120.0,276.0
2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,3.167,4.0,32.0,3.0,0.0,3.0,2.0,48384.0,120.0,276.0
2016-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.34,1.67,6.0,25.05,16.0,1.0,0.0,1.2,48384.0,120.0,276.0
2016-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,5.33,5.35,24.799999999999997,20.0,1.0,0.0,9.0,48384.0,120.0,276.0
2016-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.67,2.6830000000000003,5.25,17.0,14.0,7.0,2.0,6.0,48384.0,120.0,276.0
2016-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.33,0.363,3.0,43.0,4.0,0.0,4.0,9.0,48384.0,120.0,276.0
2016-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,3.023,4.1,29.4,3.0,0.0,7.0,8.0,48384.0,120.0,276.0
2016-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.1,2.0,20.0,11.0,0.0,7.0,5.0,48384.0,144.0,276.0
2016-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,6.0,1.05,21.25,18.0,3.0,4.0,1.0,48384.0,144.0,276.0
2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,3.0,4.0,18.0,8.0,0.0,1.0,7.0,48384.0,144.0,276.0
2016-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,3.34,3.3,21.0,2.0,0.0,0.0,4.0,48384.0,144.0,276.0
2016-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,2.8020000000000005,4.0,26.2,5.0,0.0,6.0,6.0,48384.0,144.0,276.0
2016-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.363,4.1,28.5,13.0,0.0,10.0,3.0,48384.0,144.0,276.0
2016-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.66,1.33,5.5,45.062,10.0,0.0,5.0,6.0,48384.0,144.0,276.0
2016-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.67,4.33,2.0,20.6,7.0,0.0,1.0,4.2,48384.0,144.0,276.0
2016-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,4.0,4.0,26.0,11.0,2.0,0.0,5.0,48384.0,144.0,276.0
2016-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.66,2.825,2.0,35.6,4.0,1.0,10.0,8.0,48384.0,144.0,276.0
2016-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66,4.736,1.0,15.0,7.0,0.0,1.0,2.0,48384.0,144.0,276.0
2016-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,6.0,6.1,17.4,17.0,1.0,2.0,3.0,48384.0,144.0,276.0
2016-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.495,7.0,35.0,22.0,1.0,1.0,6.0,48384.0,144.0,276.0
2016-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.33,1.0,20.5,4.0,0.0,22.0,3.0,48384.0,144.0,276.0
2016-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,3.67,3.65,20.0,8.0,0.0,4.0,4.0,48384.0,144.0,276.0
2016-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.33,6.5,37.5,1.0,0.0,5.0,4.0,48384.0,144.0,276.0
2016-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.34,3.34,6.0,22.387999999999998,5.0,0.0,8.0,6.0,48384.0,144.0,276.0
2016-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,4.66,9.0,23.0,15.0,0.0,7.0,5.6,48384.0,144.0,276.0
2016-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.067,2.3,42.0,6.0,0.0,2.0,2.0,48384.0,144.0,276.0
2016-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.33,2.3,19.0,5.0,0.0,1.0,3.0,48384.0,144.0,276.0
2016-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.34,3.05,19.0,15.0,0.0,1.0,2.0,48384.0,144.0,276.0
2016-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68,4.99,8.0,20.25,5.0,0.0,1.0,4.0,48384.0,144.0,276.0
2016-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.067,5.25,24.0,9.0,0.0,9.0,2.0,48384.0,144.0,276.0
2016-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,1.429,2.25,24.0,20.0,5.0,2.0,7.0,48384.0,144.0,276.0
2016-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.01,6.5,22.0,12.5,7.0,1.0,2.0,48384.0,144.0,276.0
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0100000000000002,5.5,24.0,1.0,0.0,20.0,7.0,48384.0,168.0,276.0
2016-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66,5.132000000000001,6.0,25.4,9.0,0.0,2.0,3.0,48384.0,168.0,276.0
2016-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.34,5.34,1.15,14.0,8.0,3.0,7.0,6.0,48384.0,168.0,276.0
2016-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.01,2.0,19.0,10.0,0.0,0.0,3.0,48384.0,168.0,276.0
2016-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33,5.726,5.0,30.0,5.0,0.0,8.0,4.0,48384.0,168.0,276.0
2016-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.34,5.01,1.0,21.0,11.0,1.0,0.0,2.0,48384.0,168.0,276.0
2016-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,7.056,9.2,28.0,12.0,1.0,0.0,4.3,48384.0,168.0,276.0
2016-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,6.0,4.5,11.0,12.0,0.0,0.0,2.0,48384.0,168.0,276.0
2016-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,1.703,3.0,19.312,9.0,0.0,4.0,6.2,48384.0,168.0,276.0
2016-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67,2.67,4.0,27.2,14.0,0.0,3.0,4.0,48384.0,168.0,276.0
2016-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.218333333,7.0,5.0,26.4,11.0,0.0,3.0,2.0,48384.0,168.0,276.0
2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,2.363,5.0,12.4,3.0,0.0,3.0,5.0,48384.0,168.0,276.0
2016-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,2.0,15.0,4.0,0.0,0.0,3.33,48384.0,168.0,276.0
2016-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33,6.737,3.0,23.3,6.0,0.0,1.0,8.0,48384.0,168.0,276.0
2016-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.497,8.0,25.4,2.0,0.0,3.0,4.0,48384.0,168.0,276.0
2016-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.34,1.33,6.0,19.0,5.0,0.0,1.0,2.0,48384.0,168.0,276.0
2016-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.33,4.66,7.1,25.2,6.0,0.0,5.0,5.0,48384.0,168.0,276.0
2016-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66,5.32,4.1,17.0,15.0,0.0,1.0,2.0,48384.0,168.0,276.0
2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,1.6600000000000001,7.0,14.0,4.0,0.0,0.0,2.0,48384.0,168.0,276.0
2016-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66,5.49,2.1,15.0,6.0,0.0,0.0,5.0,48384.0,168.0,276.0
2016-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,3.33,7.0,22.0,9.0,0.0,4.0,4.0,48384.0,168.0,276.0
2016-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.32,2.66,1.0,10.0,16.0,0.0,0.0,2.0,48384.0,168.0,276.0
2016-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.33,4.15,10.0,4.0,1.0,9.0,2.0,48384.0,168.0,276.0
2016-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.67,3.99,4.0,22.5,12.0,1.0,5.0,3.0,48384.0,168.0,276.0
2016-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99,4.51,6.0,11.0,17.0,1.0,11.0,2.0,48384.0,168.0,276.0
2016-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,3.99,4.0,37.0,7.0,0.0,1.0,6.0,48384.0,168.0,276.0
2016-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,1.396,5.0,14.0,7.5,1.0,1.0,6.0,48384.0,192.0,276.0
2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,7.0,5.0,12.0,12.0,0.0,1.0,1.0,48384.0,192.0,276.0
2016-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.98,3.5,21.0,11.0,0.0,13.0,3.0,48384.0,192.0,276.0
2016-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.693,2.0,34.4,12.0,0.0,17.0,4.0,48384.0,192.0,276.0
2016-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.33,3.42,3.7,21.0,24.0,0.0,24.0,1.3,48384.0,192.0,276.0
2016-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.662,5.0,20.0,33.0,0.0,1.0,2.0,48384.0,192.0,276.0
2016-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.34,5.99,5.5,15.0,36.0,0.0,1.0,4.0,48384.0,192.0,276.0
2016-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,4.66,7.0,29.0,26.0,1.0,2.0,4.0,48384.0,192.0,276.0
2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.34,2.99,7.0,24.1,11.0,0.0,3.0,2.0,48384.0,192.0,276.0
2016-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67,3.66,0.0,25.0,1.0,0.0,0.0,2.0,48384.0,192.0,276.0
2016-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.66,5.66,6.1,27.6,6.0,4.0,0.0,2.0,48384.0,192.0,276.0
2016-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.737,5.0,32.0,2.0,0.0,0.0,5.0,48384.0,192.0,276.0
2016-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.33,2.0,21.0,11.0,0.0,0.0,2.0,48384.0,192.0,276.0
2016-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,4.66,3.0,14.45,4.0,0.0,11.0,3.5,48384.0,192.0,276.0
2016-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.66,2.0100000000000002,4.0,9.5,7.0,0.0,5.0,5.0,48384.0,192.0,276.0
2016-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99,3.363,4.0,25.6,7.0,0.0,0.0,1.0,48384.0,192.0,276.0
2016-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.33,0.6,27.0,12.0,0.0,0.0,4.0,48384.0,192.0,276.0
2016-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,2.99,6.0,26.2,1.0,0.0,0.0,6.0,48384.0,192.0,276.0
2016-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,3.386,0.0,23.2,3.0,0.0,0.0,6.0,48384.0,192.0,276.0
2016-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0660000000000003,4.0,14.7,7.0,1.0,0.0,1.2,48384.0,192.0,276.0
2016-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33,3.487,8.0,11.3,2.0,0.0,0.0,3.0,48384.0,192.0,276.0
2016-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,2.67,8.0,19.4,4.0,1.0,4.0,5.0,48384.0,192.0,276.0
2016-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.023,2.0,20.7,3.0,0.0,0.0,0.0,48384.0,192.0,276.0
2016-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.83,1.736,1.0,17.516666667,2.0,0.0,11.0,0.0,48384.0,192.0,276.0
2016-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.67,2.0,14.2,4.0,0.0,1.0,1.3,48384.0,192.0,276.0
2016-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66,1.32,2.0,8.9,4.0,0.0,1.0,0.0,48384.0,192.0,276.0
2016-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.66,5.0,31.4,2.0,0.0,0.0,3.0,48384.0,216.0,276.0
2016-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34,4.0200000000000005,5.0,10.0,25.0,0.0,5.0,2.0,48384.0,216.0,276.0
2016-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,4.025,6.5,54.2,5.0,0.0,4.0,4.0,48384.0,216.0,276.0
2016-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,4.396,2.0,34.3,8.0,2.0,2.0,4.0,48384.0,216.0,276.0
2016-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.33,1.0,32.8,14.0,3.0,0.0,3.0,48384.0,216.0,276.0
